/* DATA DESCRIPTION:
Station on paleolake delta	2012-12-30T02:00	2012-12-30T02:30	2012-12-30T02:15:00	365.093750	2	33	-77.58083	163.49234	12	78.677026	164.401874	1.0	36000	210	0	1	1.071554	0.330130	-0.374243	3.015816	-0.562398	0.499066	-0.069701	2.470963	0.079158	0.134485	0.371641	3.404996	29.69	1.321440	0.276334	-0.092441	2.674879	1.331206	0.273508	-0.092833	2.683735	332.307556	3.742433	1.212760	1.024307	0.288095	-0.045416	2.412763	0	1.024307	0.531911	-0.234407	2.558389	-0.000169	1.027979	0.138781	0.352975	3.298018	1.323784	0.274988	-0.091021	2.682826	1.091381	1.027544	0.268133	0.743677	3.429029	16.726391	1.283080	0.023122	-0.678116	3.231648	200.509365	1.283080	2.178709	0.915826	3.222236	98.877	-0.226	1.262069	0.603597	0.455000	1.259873	1007.085515	1.004053	-0.008243	1.004053	0.005098	0.098451	0.012233	0.187990	0.000275	0.000851	-0.027070	1.006184	0.017642	1267.962546	22.369005	1276.965932	22.527840	0.017578	22.446343	0.000275	0.002115	1.066589	-0.001398	-0.261187	0.379268	1.066589	0.013433	2501535.62	0.567736	0.001087	0.013035	-0.000312	1.193144	-3.780302	-0.529058	-3.794027	-0.527144	2.926277	5.402794	1.409639	1.496344	1.501777	-1.627994	15.967547	0.237554	0.438596	0.114434	0	1	1	-0.00019694	7.5	119.3	1.0	0.7	122.5	3.83253	1.84700	1.17253	23.6	23.7	27.6	0	0	0	2	12.353	0.697	-0.226	3.82	636.47	0.601	-6.286	96.291	16.910	-44.872	8.787	271.248	324.908	0.104	273.254	79.376	-53.659	0.176	367.539	341.815	25.720	0.000	5.297	0.004	4.013	0.004			180	4.958333333	0.04	5.113333333	0.07	2.663333333	0.3	-36.892013350	25.7200000	22.44634300	1.193144000	-36.892013350	38.972526350	2.080513000
Station on paleolake delta	2012-12-30T02:30	2012-12-30T03:00	2012-12-30T02:45:00	365.114583	2	33	-77.58083	163.49234	12	78.154394	157.389232	1.0	35999	149	0	1	0.998607	0.410375	-0.862752	4.852250	-0.760049	0.450308	-0.564509	3.195946	0.075184	0.141360	0.327509	3.415273	39.28	1.355210	0.330866	0.296947	2.767624	1.365436	0.327546	0.308837	2.762508	322.724908	3.428505	1.257196	1.024304	0.356141	-0.322594	3.065117	0	1.024304	0.502942	-0.464974	2.741550	-0.000135	1.028069	0.144276	0.366673	3.420129	1.357324	0.330125	0.296419	2.769973	1.516517	1.027640	0.307947	0.692802	3.316036	16.699317	1.284277	0.023652	-0.638421	3.201261	196.005324	1.284277	5.804854	-0.462359	3.167430	98.866	0.566	1.258277	0.639205	0.446071	1.256131	1007.038371	1.004120	-0.006541	1.004120	0.006434	0.095784	0.011544	0.195512	-0.000646	-0.023780	0.037573	1.006288	0.017621	1264.153032	22.275036	1273.010989	22.431118	0.017568	22.364256	0.001342	-0.001414	1.067740	-0.001350	0.221601	-1.094590	1.067740	0.010998	2499658.58	0.463967	0.001081	0.012687	-0.000269	1.066858	-3.490889	-0.572920	-3.501325	-0.571212	3.718168	5.250801	1.506268	1.673976	1.678981	-1.678395	50.555320	0.283282	0.400051	0.114760	0	1	1	-0.00019694	4.7	5.3	2.9	2.4	82.8	3.87088	1.86548	1.14941	3.9	19.3	45.6	0	0	0	1	12.334	0.867	0.195	3.74	604.35	0.620	-6.568	96.438	16.680	-45.248	7.821	273.151	326.213	0.595	273.741	79.758	-53.068	0.173	369.589	342.897	26.690	0.000	5.098	0.004	4.197	0.004			180	4.866666667	0.04	4.866666667	0.07	2.578333333	0.3	-30.596013400	26.6900000	22.36425600	1.066858000	-30.596013400	33.854899400	3.258886000
Station on paleolake delta	2012-12-30T03:00	2012-12-30T03:30	2012-12-30T03:15:00	365.135417	2	33	-77.58083	163.49234	12	77.450614	150.377389	1.0	36000	132	0	1	0.069858	0.258184	0.561433	3.059814	-0.578785	0.279950	-0.215499	2.997290	0.029966	0.121707	-0.050344	3.244180	85.12	0.643445	0.266231	0.407426	2.929459	0.657502	0.261345	0.451563	2.931991	276.882164	2.942441	0.583755	1.023721	0.279513	0.244862	2.965896	0	1.023721	0.264368	0.480055	2.896003	-0.000040	1.026053	0.124783	-0.078625	3.204246	0.644056	0.265608	0.406805	2.924946	1.749384	1.025884	0.204694	0.480303	3.197033	16.689888	1.262483	0.019098	-0.795770	3.630834	189.998829	1.262483	4.097090	0.537505	2.342221	98.847	0.566	1.258035	0.639205	0.432401	1.255955	1006.966234	1.002942	-0.005892	1.002942	-0.000790	0.077100	0.007478	0.079882	-0.000408	-0.002710	-0.014743	1.004427	0.009769	1263.910088	12.346857	1272.564517	12.431400	0.009575	12.184997	0.001027	0.000425	1.047127	-0.001137	-0.090688	0.084531	1.047127	0.090446	2499658.58	3.890690	0.000589	0.007072	-0.000548	4.392590	-3.286723	-0.608509	-3.353187	-0.596448	3.625344	3.428914	1.618466	1.615537	1.648207	-1.295464	3.492511	0.478819	0.452876	0.213760	0	1	1	-0.00019694	18.3	160.2	5.3	5.9	54.8	3.90015	1.87959	1.13223	7.0	13.9	42.7	0	0	0	1	12.308	1.107	0.566	3.62	568.96	0.636	-6.999	93.752	16.204	-46.790	7.049	273.667	327.504	1.036	274.189	77.551	-53.839	0.173	367.420	343.710	23.711	0.000	5.017	0.004	4.429	0.004			180	4.815000000	0.04	4.648333333	0.07	2.490000000	0.3	-27.041515740	23.7110000	12.18499700	4.392590000	-27.041515740	34.174928740	7.133413000
Station on paleolake delta	2012-12-30T03:30	2012-12-30T04:00	2012-12-30T03:45:00	365.156250	2	33	-77.58083	163.49234	12	76.575979	143.364192	1.0	36000	144	0	1	0.261226	0.352663	0.192763	2.407019	-0.598389	0.261578	0.121715	2.190138	0.048789	0.124473	0.236967	3.281637	68.42	0.753241	0.227437	-0.296772	3.312563	0.765773	0.224865	-0.265176	3.334409	293.583597	4.273409	0.654744	1.023753	0.234984	-0.160502	2.936307	0	1.023753	0.376852	0.230008	2.248249	-0.000136	1.026291	0.125949	0.208782	3.223094	0.754703	0.227526	-0.287696	3.335267	2.150058	1.026112	0.234837	1.009675	3.866201	16.672410	1.265292	0.021258	-0.844681	3.642650	176.994950	1.265292	4.036451	0.351256	3.064035	98.833	0.960	1.256049	0.657603	0.403386	1.254111	1006.812458	1.003089	-0.002347	1.003089	0.007915	0.090862	0.010370	0.104058	0.001423	0.000573	0.032617	1.004664	0.017371	1261.914615	21.920580	1270.133008	22.063340	0.017425	22.131716	0.000182	-0.001914	1.049736	-0.001453	-0.077515	-0.825028	1.049736	-0.029687	2498724.80	-1.273400	0.001068	0.011176	-0.000385	-0.833515	-3.029752	-0.660120	-3.020392	-0.662166	2.586156	4.147509	1.386149	1.228367	1.224572	-1.329485	-12.354120	0.358895	0.575572	0.192363	0	1	1	-0.00019694	6.8	99.0	17.6	13.1	248.3	3.94004	1.89882	1.10942	34.4	27.0	10.7	0	0	0	2	12.329	1.374	0.960	3.35	512.36	0.655	-7.989	111.951	19.203	-46.010	7.770	276.558	330.333	1.487	274.634	92.748	-53.780	0.172	388.510	349.542	38.966	0.000	4.996	0.004	4.949	0.004			180	4.858333333	0.04	4.453333333	0.07	2.396666667	0.3	-21.815052970	38.9660000	22.13171600	-0.833515000	-21.815052970	39.482851970	17.667799000
Station on paleolake delta	2012-12-30T04:00	2012-12-30T04:30	2012-12-30T04:15:00	365.177083	2	33	-77.58083	163.49234	12	75.543310	136.345737	1.0	35999	152	0	1	0.626293	0.275072	0.517407	3.153704	-0.895573	0.371113	0.052109	2.614785	0.062287	0.129586	0.478867	3.311267	57.03	1.148289	0.298516	0.174426	2.797186	1.158062	0.295371	0.177187	2.811671	304.965916	3.262078	1.094611	1.024108	0.307191	0.181211	2.777931	0	1.024108	0.351228	0.462036	2.955569	-0.000101	1.027615	0.133980	0.462771	3.204103	1.149944	0.297324	0.179550	2.805311	2.353146	1.027279	0.252528	1.147169	4.153591	16.660810	1.279774	0.021795	-0.911335	3.754458	169.399926	1.279774	3.047941	0.057956	2.790529	98.829	1.097	1.255371	0.664110	0.386270	1.253516	1006.721631	1.003872	-0.009071	1.003872	0.001493	0.095880	0.011541	0.115035	0.000710	-0.011521	-0.007351	1.005900	0.020358	1261.233179	25.676140	1269.196281	25.838253	0.020231	25.677715	0.000681	0.001122	1.063422	-0.001526	-0.025011	-0.343687	1.063422	0.044633	2498400.11	1.889573	0.001238	0.012720	-0.000287	2.582099	-3.039826	-0.657932	-3.058831	-0.653844	3.203904	3.663197	1.397367	1.189332	1.196768	-1.369682	6.547609	0.280639	0.320870	0.122399	0	1	3	-0.00019694	28.1	125.0	4.9	3.7	17.0	3.93841	1.89803	1.11034	18.6	26.4	7.1	0	0	0	0	12.370	1.787	1.199	3.18	477.70	0.666	-8.664	123.495	20.644	-44.929	8.843	279.545	333.315	1.892	275.043	102.851	-53.772	0.167	403.037	353.956	49.080	0.000	5.107	0.004	5.622	0.004			180	5.073333333	0.04	4.271666667	0.07	2.313333333	0.3	-13.818643550	49.0800000	25.67771500	2.582099000	-13.818643550	34.638829550	20.820186000
Station on paleolake delta	2012-12-30T04:30	2012-12-30T05:00	2012-12-30T04:45:00	365.197917	2	33	-77.58083	163.49234	12	74.367788	129.316187	1.0	36000	122	0	1	0.887734	0.388711	0.048974	2.493160	-1.126721	0.405933	-0.034320	2.433912	0.074231	0.135887	0.415622	3.627709	53.77	1.517093	0.268089	-0.071760	3.004449	1.525699	0.263932	-0.029755	2.988386	308.234275	2.962408	1.436343	1.024572	0.268395	-0.128415	2.899671	0	1.024572	0.500542	0.040775	2.077869	-0.000099	1.028576	0.141257	0.432934	3.551236	1.518842	0.266529	-0.057436	3.009596	2.312780	1.028007	0.276572	0.644305	3.421340	16.661885	1.288881	0.022496	-0.678549	3.335959	168.839117	1.288881	4.278740	0.254807	2.357942	98.832	1.097	1.255409	0.664110	0.384991	1.253560	1006.714777	1.004375	-0.011378	1.004375	-0.000451	0.106710	0.014295	0.167121	0.002941	-0.029348	0.048157	1.006685	0.019194	1261.271465	24.209456	1269.215697	24.361941	0.019055	24.184678	0.001944	-0.002575	1.072175	-0.001405	0.189298	-1.007044	1.072175	0.039331	2498400.11	1.651526	0.001166	0.011930	-0.000239	2.307837	-4.444047	-0.450040	-4.476620	-0.446766	2.515173	4.690653	1.323744	1.537585	1.548854	-1.708238	11.608831	0.186860	0.348483	0.098345	0	1	4	-0.00019694	7.5	622.8	3.8	4.5	13.5	3.75582	1.81003	1.22092	33.0	26.9	25.9	0	0	0	0	12.329	2.175	1.097	3.16	478.46	0.661	-8.741	99.002	16.521	-43.545	7.996	280.304	331.848	1.760	274.925	82.480	-51.541	0.167	379.308	348.368	30.940	0.000	5.250	0.004	5.428	0.004			180	5.186666667	0.04	4.130000000	0.07	2.223333333	0.3	-17.483700230	30.9400000	24.18467800	2.307837000	-17.483700230	21.931185230	4.447485000
Station on paleolake delta	2012-12-30T05:00	2012-12-30T05:30	2012-12-30T05:15:00	365.218750	2	33	-77.58083	163.49234	12	73.066744	122.267671	1.0	36000	100	0	1	1.432816	0.329745	0.318516	2.769214	-0.646511	0.318397	-0.069741	2.722489	0.085992	0.133578	0.521152	3.438298	26.29	1.612204	0.286077	0.058223	2.851597	1.620832	0.281396	0.103009	2.780395	335.714282	3.131253	1.574272	1.024779	0.283774	0.011910	2.758034	0	1.024779	0.365509	0.003687	2.821767	-0.000128	1.028957	0.139429	0.554553	3.400497	1.614471	0.284182	0.071331	2.838056	2.443170	1.028272	0.248412	0.929508	3.574148	16.652359	1.292213	0.021526	-0.804063	3.495745	168.000613	1.292213	2.836870	0.100947	2.520258	98.830	1.262	1.254628	0.672022	0.383309	1.252789	1006.705887	1.004560	-0.012303	1.004560	0.004259	0.114102	0.016334	0.113920	0.001694	-0.023686	0.006384	1.006974	0.019576	1260.487572	24.674860	1268.405073	24.829850	0.019419	24.631673	0.001669	-0.000292	1.075398	-0.001433	0.019873	-0.090420	1.075398	0.041940	2498009.06	1.755550	0.001187	0.012098	-0.000246	2.432495	-5.329666	-0.375258	-5.372547	-0.372263	2.487027	3.203361	1.221972	1.447932	1.459581	-1.713474	7.717882	0.180257	0.232177	0.088567	0	1	4	-0.00019694	3.6	54.1	7.6	7.8	6.5	3.67146	1.76938	1.27767	32.3	30.9	13.3	1	1	1	1	12.290	2.324	1.262	3.15	470.13	0.669	-8.809	93.577	15.748	-41.551	7.184	282.067	330.804	1.711	274.869	77.829	-48.735	0.168	375.645	346.557	29.094	0.000	5.135	0.004	5.019	0.004			180	5.005000000	0.04	4.015000000	0.07	2.143333333	0.3	-24.457224810	29.0940000	24.63167300	2.432495000	-24.457224810	26.487056810	2.029832000
Station on paleolake delta	2012-12-30T05:30	2012-12-30T06:00	2012-12-30T05:45:00	365.239583	2	33	-77.58083	163.49234	12	71.659458	115.190326	1.0	35999	78	0	1	1.654463	0.251095	-0.220878	3.173697	-0.552405	0.253376	0.063566	2.694859	0.095155	0.137858	0.626182	3.587584	20.46	1.763381	0.245222	-0.263502	2.856679	1.771956	0.240575	-0.219315	2.810109	341.536454	3.122612	1.746841	1.024768	0.245909	-0.279390	2.838571	0	1.024768	0.262341	0.156830	2.846737	-0.000141	1.029250	0.143355	0.648470	3.559845	1.765935	0.243095	-0.245473	2.844870	2.544727	1.028585	0.236936	1.165306	4.177894	16.646416	1.296164	0.020663	-0.926759	3.713803	162.398016	1.296164	3.451236	0.588662	3.668738	98.829	1.398	1.253994	0.678606	0.370710	1.252216	1006.638989	1.004781	-0.011006	1.004781	0.001282	0.105263	0.013895	0.073068	0.002242	-0.022791	-0.002619	1.007316	0.019934	1259.850429	25.113461	1267.580110	25.267542	0.019787	25.081411	0.001579	0.000211	1.079227	-0.001597	0.138407	0.051909	1.079227	0.037487	2497686.74	1.563365	0.001208	0.011889	-0.000389	2.222324	-4.110968	-0.486503	-4.141475	-0.482920	2.336126	2.492231	1.361873	1.251185	1.260470	-1.361741	9.691069	0.140773	0.150180	0.082065	0	4	4	-0.00019694	9.2	26.3	3.5	3.0	49.3	3.79257	1.82775	1.19737	38.4	25.5	4.5	0	0	0	1	12.272	2.409	1.390	3.03	448.13	0.675	-9.305	92.332	15.421	-38.303	6.698	285.594	330.599	1.770	274.929	76.912	-45.001	0.167	377.926	346.017	31.910	0.000	4.958	0.004	4.772	0.004			180	4.798333333	0.04	3.901666667	0.07	2.060000000	0.3	-25.015994510	31.9100000	25.08141100	2.222324000	-25.015994510	29.622259510	4.606265000
Station on paleolake delta	2012-12-30T06:00	2012-12-30T06:30	2012-12-30T06:15:00	365.260417	2	33	-77.58083	163.49234	12	70.166959	108.072462	1.0	36000	140	0	1	1.127446	0.347519	-0.222300	2.594689	-0.937008	0.363247	0.117633	2.607395	0.091086	0.143154	0.319988	3.603821	41.73	1.521867	0.292833	0.174641	2.943445	1.532050	0.288863	0.188278	2.968985	320.270406	3.555389	1.468814	1.024570	0.304764	0.253432	2.913503	0	1.024570	0.406042	0.152223	2.568224	-0.000175	1.028636	0.148636	0.340651	3.518261	1.524563	0.291008	0.179196	2.959717	2.534625	1.028071	0.265065	0.889493	3.468674	16.648600	1.289680	0.021954	-0.799097	3.423090	157.460512	1.289680	5.515117	1.913883	7.220328	98.823	1.398	1.253918	0.678606	0.359439	1.252194	1006.579240	1.004419	-0.011434	1.004419	0.003808	0.109778	0.015111	0.136524	0.000515	-0.020567	0.019299	1.006755	0.022050	1259.773943	27.777693	1267.336831	27.944452	0.021886	27.736417	0.001492	-0.000525	1.072948	-0.001607	-0.151270	-0.513615	1.072948	0.050576	2497686.74	2.121561	0.001336	0.012782	-0.000271	2.851615	-4.215273	-0.474465	-4.246889	-0.470933	2.776188	3.698759	1.353969	1.319666	1.329564	-1.499506	11.970948	0.207490	0.276442	0.101195	0	1	4	-0.00019694	20.0	9.5	2.8	3.9	59.2	3.78071	1.82203	1.20489	26.6	25.7	9.5	0	0	0	1	12.325	2.573	1.398	2.91	430.19	0.676	-9.820	110.291	18.238	-35.229	8.163	289.793	333.186	2.008	275.170	92.052	-43.393	0.165	400.089	351.424	48.663	0.000	4.860	0.004	5.258	0.004			180	4.760000000	0.04	3.790000000	0.07	1.985000000	0.3	-16.201476280	48.6630000	27.73641700	2.851615000	-16.201476280	34.276444280	18.074968000
Station on paleolake delta	2012-12-30T06:30	2012-12-30T07:00	2012-12-30T06:45:00	365.281250	2	33	-77.58083	163.49234	12	68.611849	100.900828	1.0	36000	114	0	1	0.309067	0.335332	0.290231	2.363007	-0.267494	0.640185	-0.411272	2.300926	0.032627	0.128181	0.270253	3.152922	42.88	0.709529	0.431183	0.569786	2.498522	0.726925	0.422405	0.601427	2.522756	319.124240	4.563795	0.410049	1.023568	0.512793	0.368803	2.118652	0	1.023568	0.521717	0.197705	2.772783	-0.000096	1.025309	0.126856	0.300185	2.849940	0.710472	0.431490	0.563496	2.491716	2.464969	1.025247	0.292834	1.158824	4.726299	16.656059	1.254669	0.028143	-1.617670	6.713481	153.069469	1.254669	3.173396	2.752084	12.723675	98.798	1.483	1.253213	0.682749	0.349524	1.251537	1006.527042	1.002596	-0.006264	1.002596	0.004559	0.088019	0.009709	0.269259	-0.001716	-0.052493	0.034026	1.003778	0.019942	1259.065442	25.107918	1266.480438	25.255786	0.019924	25.233927	0.002633	-0.000789	1.039972	-0.001713	0.787992	-0.544295	1.039972	0.003832	2497485.29	0.165839	0.001216	0.011158	-0.000496	0.674631	-2.401850	-0.832691	-2.403931	-0.831971	5.825910	5.927296	1.441230	1.292522	1.293642	-1.446364	72.887121	1.250564	1.272327	0.309368	0	1	1	-0.00019694	62.9	46.7	5.8	4.0	451.5	4.05610	1.95475	1.04684	43.6	26.3	23.5	1	0	0	2	12.531	2.823	1.483	2.81	414.14	0.680	-10.226	145.129	24.186	-39.402	11.270	287.475	338.147	2.400	275.559	120.942	-50.672	0.167	432.602	362.333	70.267	0.000	5.028	0.004	6.469	0.004			180	5.033333333	0.04	3.680000000	0.07	1.913333333	0.3	-3.216067773	70.2670000	25.23392700	0.674631000	-3.216067773	47.574509770	44.358442000
Station on paleolake delta	2012-12-30T07:00	2012-12-30T07:30	2012-12-30T07:15:00	365.302083	2	33	-77.58083	163.49234	12	67.018136	93.661029	1.0	35999	142	0	1	0.249115	0.625177	-0.259933	2.995529	0.481227	0.971982	0.477423	1.901522	0.046994	0.166094	0.192356	3.978623	299.37	1.063424	0.705931	0.464841	2.242616	1.079777	0.702202	0.466407	2.241055	62.630863	4.956524	0.543917	1.024165	0.889623	0.613645	2.118319	0	1.024165	0.756497	0.735760	2.890833	-0.000181	1.026731	0.179006	-0.273291	3.540170	1.062598	0.705867	0.459727	2.230953	3.236226	1.025748	0.476264	0.939785	3.663669	16.610988	1.260822	0.037324	-0.773382	3.388994	153.904903	1.260822	3.119491	0.110682	1.718292	98.779	2.122	1.250063	0.714627	0.352249	1.248378	1006.541882	1.002855	-0.055685	1.002855	-0.035614	0.257098	0.082629	0.681374	-0.027569	0.248710	0.144502	1.004288	0.011388	1255.901152	14.301770	1263.350506	14.386601	0.011280	14.250228	-0.015346	-0.010820	1.045593	-0.001017	0.356282	0.430119	1.045593	-0.002254	2495970.86	-0.096949	0.000685	0.006321	-0.000332	0.182932	-105.111617	-0.019027	-106.117521	-0.018847	3.460244	2.942442	0.696256	10.752578	10.855478	-9.436033	-355.854440	1.635587	1.390832	0.329106	0	2	1	-0.00019694	70.4	91.2	150.4	117.9	2496.5	3.14330	1.59339	3.62477	41.3	64.6	196.6	1	2	2	2	13.154	3.310	2.308	2.82	390.55	0.721	-10.216	192.861	31.675	-41.400	13.858	290.357	345.619	3.423	276.570	161.188	-55.257	0.165	483.219	377.289	105.928	0.000	5.401	0.004	7.970	0.004			180	5.593333333	0.04	3.595000000	0.07	1.846666667	0.3	9.160565913	105.9280000	39.10605900	0.182932000	9.160565913	57.478443090	66.639009000
Station on paleolake delta	2012-12-30T07:30	2012-12-30T08:00	2012-12-30T07:45:00	365.322917	2	33	-77.58083	163.49234	12	65.411075	86.338100	1.0	36000	112	0	1	0.949280	0.799318	-0.626185	2.878538	-0.231594	1.104513	-0.146008	2.197204	0.072373	0.178899	0.301532	3.528031	15.71	1.531978	0.683104	0.021084	2.335305	1.546683	0.677200	0.032965	2.321641	346.289481	4.236000	0.979799	1.024439	0.961651	-0.666420	2.895612	0	1.024439	0.990128	-0.267325	2.096709	-0.000198	1.027602	0.178071	0.269506	3.304141	1.533748	0.683565	0.017022	2.329077	3.052939	1.027006	0.522127	0.054200	3.439469	16.619390	1.276367	0.040261	-0.093403	3.445828	161.441591	1.276367	4.436243	0.561356	2.270020	98.784	2.122	1.250127	0.714627	0.369499	1.248359	1006.633448	1.003685	-0.026853	1.003685	0.015863	0.176601	0.038989	0.945267	0.002437	-0.271664	0.112946	1.005607	0.042591	1255.964723	53.492662	1263.668532	53.820775	0.042562	53.784513	0.017867	-0.007709	1.060171	-0.003091	2.052992	-1.271048	1.060171	-0.034112	2495970.86	-1.447174	0.002588	0.024928	-0.000504	-0.413073	-9.102591	-0.219718	-9.108728	-0.219570	5.445317	5.606567	1.008321	2.164978	2.166438	-2.299934	-22.967149	0.981478	1.010542	0.181742	0	4	1	-0.00019694	77.9	68.8	17.5	16.4	127.4	3.43385	1.65487	1.46061	58.6	39.1	48.2	1	1	1	2	13.874	4.074	2.122	2.96	416.60	0.712	-9.572	179.802	29.097	-43.850	14.713	288.053	346.617	3.453	276.597	150.703	-58.563	0.162	467.857	375.713	92.144	0.000	6.050	0.004	8.586	0.004			180	6.216666667	0.04	3.550000000	0.07	1.780000000	0.3	11.706628570	92.1440000	52.97819100	-0.413073000	11.706628570	27.872253430	39.578882000
Station on paleolake delta	2012-12-30T08:00	2012-12-30T08:30	2012-12-30T08:15:00	365.343750	2	33	-77.58083	163.49234	12	63.816996	78.917199	1.0	36000	86	0	1	1.199384	0.642195	0.725997	2.872293	-1.643212	0.453879	0.025957	2.996517	0.101504	0.187653	0.533704	3.504923	55.87	2.128866	0.474350	0.096902	2.957111	2.140629	0.469364	0.116484	2.961263	306.125789	2.856373	2.036903	1.024911	0.443206	0.035418	3.051849	0	1.024911	0.660202	0.541151	2.883743	-0.000126	1.029816	0.193946	0.563684	3.438660	2.131239	0.472979	0.103586	2.959914	1.946004	1.029074	0.573579	0.564586	3.251900	16.684277	1.302347	0.042995	-0.533769	3.131622	171.918184	1.302347	9.077370	1.242900	4.580759	98.801	0.745	1.256628	0.647505	0.391509	1.254746	1006.750047	1.005128	-0.018916	1.005128	0.006546	0.141479	0.025153	0.326727	0.005345	-0.076117	0.017521	1.007851	0.053025	1262.496282	66.944399	1270.540383	67.370941	0.052616	66.850323	0.005483	-0.000146	1.085236	-0.003911	-0.205198	-1.529045	1.085236	0.133122	2499234.35	5.524411	0.003229	0.033685	-0.000681	7.512332	-3.744121	-0.534171	-3.773280	-0.530043	3.132653	4.666418	1.370841	1.530389	1.542308	-1.555461	9.647275	0.217588	0.324120	0.095216	0	4	3	-0.00019694	3.8	22.0	2.3	1.7	23.9	3.83714	1.84923	1.16971	18.4	25.9	30.8	0	0	0	0	14.191	4.232	0.745	3.17	492.89	0.645	-8.704	205.226	33.199	-38.415	19.127	287.548	345.094	2.207	275.358	172.027	-57.542	0.162	492.778	378.294	114.487	0.000	6.474	0.004	8.776	0.004			180	6.486666667	0.04	3.550000000	0.07	1.730000000	0.3	4.537196677	114.4870000	66.85032300	7.512332000	4.537196677	35.587148320	40.124345000
Station on paleolake delta	2012-12-30T08:30	2012-12-30T09:00	2012-12-30T08:45:00	365.364583	2	33	-77.58083	163.49234	12	62.263087	71.384499	1.0	35999	88	0	1	1.620505	0.454590	-0.201406	2.923891	-1.396792	0.787793	1.135651	4.209716	0.111686	0.210265	0.398567	3.494368	42.76	2.274823	0.479058	-0.429572	3.330180	2.287969	0.475603	-0.426224	3.353333	319.240343	2.988362	2.142320	1.024950	0.639848	-1.321428	5.290221	0	1.024950	0.661710	0.307200	2.902972	-0.000152	1.030007	0.214329	0.389326	3.466860	2.277618	0.478142	-0.433555	3.349869	2.561832	1.029241	0.538558	1.016965	3.701978	16.643353	1.304474	0.040985	-0.962526	3.591705	167.465243	1.304474	3.152257	-0.017449	3.056381	98.787	1.057	1.255020	0.662203	0.381802	1.253187	1006.698766	1.005248	-0.015360	1.005248	0.015637	0.148052	0.027509	0.435620	0.000742	-0.033330	0.034822	1.008035	0.063678	1260.881089	80.289912	1268.777505	80.792737	0.063516	80.587826	0.001380	-0.001218	1.087305	-0.004580	0.741394	-0.067390	1.087305	0.019562	2498494.91	0.810021	0.003883	0.039017	-0.000696	2.637385	-3.580834	-0.558529	-3.589939	-0.557112	4.321773	4.469440	1.447660	1.252161	1.255345	-1.324956	23.857363	0.298671	0.308876	0.100045	0	4	3	-0.00019694	41.2	51.0	2.3	1.6	48.6	3.85859	1.85956	1.15675	12.0	22.2	8.2	1	0	0	1	14.165	4.278	1.434	3.10	457.65	0.678	-8.998	278.826	45.730	-40.247	22.291	288.664	351.202	2.827	275.981	233.093	-62.537	0.164	567.488	396.935	170.554	0.000	6.638	0.004	9.856	0.004			180	6.850000000	0.04	3.570000000	0.07	1.670000000	0.3	9.985376138	170.5540000	80.58782600	2.637385000	9.985376138	77.343412860	87.328789000
Station on paleolake delta	2012-12-30T09:00	2012-12-30T09:30	2012-12-30T09:15:00	365.385417	2	33	-77.58083	163.49234	12	60.777111	63.728241	1.0	36000	80	0	1	1.641411	0.493790	-0.045287	3.435755	-1.817942	0.862961	0.805310	3.621418	0.113965	0.236188	0.449663	3.826590	49.92	2.569881	0.619168	-0.159721	2.871646	2.584147	0.615311	-0.151835	2.874929	312.078719	2.664007	2.451964	1.025285	0.730111	-0.708096	3.627102	0	1.025285	0.692183	0.093096	2.912982	-0.000136	1.030668	0.242068	0.422469	3.738812	2.572387	0.618185	-0.160710	2.876531	2.082319	1.029707	0.639477	0.915173	3.499208	16.674784	1.310407	0.047247	-0.899223	3.464023	171.797959	1.310407	5.679794	-0.062190	2.460491	98.779	1.057	1.254919	0.662203	0.391681	1.253038	1006.751424	1.005583	-0.025014	1.005583	0.017801	0.175217	0.038527	0.522036	0.004504	-0.145445	0.085601	1.008548	0.085929	1260.778980	108.337834	1268.821531	109.028924	0.085605	108.617072	0.007947	-0.004638	1.093080	-0.006084	1.823918	-0.932227	1.093080	0.048204	2498494.91	1.985470	0.005245	0.054038	-0.000839	4.603221	-4.390944	-0.455483	-4.407594	-0.453762	4.166895	3.950433	1.381535	1.303947	1.308892	-1.360705	20.645570	0.297766	0.282297	0.098724	0	3	3	-0.00019694	17.4	26.3	1.7	1.5	44.4	3.76147	1.81275	1.21726	10.8	23.8	7.1	0	0	0	1	14.130	4.759	1.057	3.18	482.17	0.659	-8.687	281.883	45.431	-44.295	25.651	284.658	354.598	2.835	275.982	236.453	-69.945	0.161	566.537	400.031	166.503	0.000	7.314	0.004	11.167	0.004			180	7.621666667	0.04	3.606666667	0.07	1.636666667	0.3	28.411631140	166.5030000	108.61707200	4.603221000	28.411631140	24.871075860	53.282707000
